drug_name,SMILES
METAPROTERENOL,CC(C)NCC(O)c1cc(O)cc(O)c1
METAPROTERENOL SULFATE,CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O
METARAMINOL,C[C@H](N)[C@H](O)c1cccc(O)c1
METARAMINOL BITARTRATE,C[C@H](N)[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O
METAXALONE,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
METERGOLINE,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
METFORMIN HYDROCHLORIDE,CN(C)C(=N)NC(=N)N.Cl
METHACHOLINE,CC(=O)OC(C)C[N+](C)(C)C
METHACHOLINE CHLORIDE,CC(=O)OC(C)C[N+](C)(C)C.[Cl-]
METHACYCLINE,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12
METHACYCLINE HYDROCHLORIDE,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl
METHADONE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
METHADONE HYDROCHLORIDE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl
METHAMPHETAMINE,CN[C@@H](C)Cc1ccccc1
METHAMPHETAMINE HYDROCHLORIDE,CN[C@@H](C)Cc1ccccc1.Cl
METHANDROSTENOLONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
METHANTHELINE,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21
METHANTHELINE BROMIDE,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-]
METHAPYRILENE,CN(C)CCN(Cc1cccs1)c1ccccn1
METHAPYRILENE HYDROCHLORIDE,CN(C)CCN(Cc1cccs1)c1ccccn1.Cl
METHAQUALONE,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
METHAQUALONE HYDROCHLORIDE,Cc1ccccc1-n1c(C)nc2ccccc2c1=O.Cl
METHARBITAL,CCC1(CC)C(=O)NC(=O)N(C)C1=O
METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
METHDILAZINE,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1
METHDILAZINE HYDROCHLORIDE,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.Cl
METHENAMINE,C1N2CN3CN1CN(C2)C3
METHENAMINE HIPPURATE,C1N2CN3CN1CN(C2)C3.O=C(O)CNC(=O)c1ccccc1
METHENAMINE MANDELATE,C1N2CN3CN1CN(C2)C3.O=C(O)C(O)c1ccccc1
METHICILLIN,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
METHICILLIN SODIUM,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]
METHIONINE,CSCC[C@H](N)C(=O)O
METHIXENE,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
METHIXENE HYDROCHLORIDE,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl.O
METHOCARBAMOL,COc1ccccc1OCC(O)COC(N)=O
METHOHEXITAL,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
METHOHEXITAL SODIUM,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+]
METHOPHOLINE,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2
METHOTREXATE,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
METHOTREXATE SODIUM,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Na+].[Na+]
METHOXAMINE,COc1ccc(OC)c(C(O)C(C)N)c1
METHOXAMINE HYDROCHLORIDE,COc1ccc(OC)c(C(O)C(C)N)c1.Cl
METHOXSALEN,COc1c2occc2cc2ccc(=O)oc12
METHOXYFLURANE,COC(F)(F)C(Cl)Cl
METHOXYPHENAMINE,CNC(C)Cc1ccccc1OC
METHOXYPHENAMINE HYDROCHLORIDE,CNC(C)Cc1ccccc1OC.Cl
METHSCOPOLAMINE,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
METHSCOPOLAMINE BROMIDE,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-]
METHSUXIMIDE,CN1C(=O)CC(C)(c2ccccc2)C1=O
METHYCLOTHIAZIDE,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
METHYL AMINOLEVULINATE,COC(=O)CCC(=O)CN
METHYL AMINOLEVULINATE HYDROCHLORIDE,COC(=O)CCC(=O)CN.Cl
METHYL SALICYLATE,COC(=O)c1ccccc1O
METHYLATROPINE,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
METHYLATROPINE NITRATE,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O=[N+]([O-])[O-]
METHYLDOPA,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
METHYLDOPATE,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1
METHYLDOPATE HYDROCHLORIDE,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl
METHYLENE BLUE,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.O.O.O.[Cl-]
METHYLENE BLUE ANHYDROUS,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-]
METHYLENE BLUE CATION,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
METHYLERGONOVINE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
METHYLERGONOVINE MALEATE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O
METHYLHOMATROPINE,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2
METHYLNALTREXONE,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
METHYLNALTREXONE BROMIDE,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.[Br-]
METHYLPHENIDATE,COC(=O)C(c1ccccc1)C1CCCCN1
METHYLPHENIDATE HYDROCHLORIDE,COC(=O)C(c1ccccc1)C1CCCCN1.Cl
METHYLPREDNISOLONE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12
METHYLPREDNISOLONE ACEPONATE,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
METHYLPREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
METHYLPREDNISOLONE HEMISUCCINATE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12
METHYLPREDNISOLONE SODIUM SUCCINATE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+]
METHYLPROMAZINE,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
METHYLTESTOSTERONE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
METHYPRYLON,CCC1(CC)C(=O)NCC(C)C1=O
METHYSERGIDE,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
METHYSERGIDE MALEATE,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O
METIPRANOLOL,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C
METIPRANOLOL HYDROCHLORIDE,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C.Cl
METOCLOPRAMIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
METOCLOPRAMIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.O
METOLAZONE,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
METOPROLOL,COCCc1ccc(OCC(O)CNC(C)C)cc1
METRONIDAZOLE,Cc1ncc([N+](=O)[O-])n1CCO
METRONIDAZOLE HYDROCHLORIDE,Cc1ncc([N+](=O)[O-])n1CCO.Cl
METYRAPONE,CC(C)(C(=O)c1cccnc1)c1cccnc1
METYROSINE,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
MEXENONE,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1
MEXILETINE,Cc1cccc(C)c1OCC(C)N
MEXILETINE HYDROCHLORIDE,Cc1cccc(C)c1OCC(C)N.Cl
MEZLOCILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
MEZLOCILLIN SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]
MIANSERIN,CN1CCN2c3ccccc3Cc3ccccc3C2C1
MIANSERIN HYDROCHLORIDE,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl
MIBEFRADIL,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C
MIBEFRADIL DIHYDROCHLORIDE,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl
MICONAZOLE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
MICONAZOLE NITRATE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O
MIDAZOLAM,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
MIDAZOLAM HYDROCHLORIDE,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl
MIDAZOLAM MALEATE,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.O=C(O)/C=C\C(=O)O
MIDODRINE,COc1ccc(OC)c(C(O)CNC(=O)CN)c1
MIDODRINE HYDROCHLORIDE,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl
MIDOSTAURIN,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
MIFEPRISTONE,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
MIGALASTAT,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
MIGALASTAT HYDROCHLORIDE,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
MIGLITOL,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
MIGLUSTAT,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
MILNACIPRAN,CCN(CC)C(=O)C1(c2ccccc2)CC1CN
MILNACIPRAN HYDROCHLORIDE,CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl
MILRINONE,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
MILRINONE LACTATE,CC(O)C(=O)O.Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
MILTEFOSINE,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
MINAPRINE,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1
MINAPRINE HYDROCHLORIDE,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl.Cl
MINOCYCLINE,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
MINOCYCLINE HYDROCHLORIDE,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl
MINODRONIC ACID,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O
MINOXIDIL,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
MIRABEGRON,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
MIRTAZAPINE,CN1CCN2c3ncccc3Cc3ccccc3C2C1
MISOPROSTOL,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
MITAPIVAT,O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1
MITOBRONITOL,O[C@@H]([C@H](O)[C@H](O)CBr)[C@H](O)CBr
MITOMYCIN,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
MITOTANE,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
MITOXANTRONE,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
MITOXANTRONE HYDROCHLORIDE,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
MIZOLASTINE,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
MOBOCERTINIB,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
MOCLOBEMIDE,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
MODAFINIL,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
MOEXIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O
MOEXIPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl
MOFEZOLAC,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1
MOLINDONE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2
MOLINDONE HYDROCHLORIDE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl
MOLSIDOMINE,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1
MOMELOTINIB,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1
MOMELOTINIB DIHYDROCHLORIDE,Cl.Cl.N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1
MOMETASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
MONOBENZONE,Oc1ccc(OCc2ccccc2)cc1
MONTELUKAST,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
MORICIZINE,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2
MORICIZINE HYDROCHLORIDE,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2.Cl
MORPHINE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
MORPHINE HYDROCHLORIDE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.Cl
MOXALACTAM,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21
MOXALACTAM DISODIUM,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21.[Na+].[Na+]
MOXIFLOXACIN,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
MOXIFLOXACIN HYDROCHLORIDE,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl
MOXISYLYTE,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
MOXONIDINE,COc1nc(C)nc(Cl)c1NC1=NCCN1
MOZAVAPTAN,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1
MUPIROCIN,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
MUZOLIMINE,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O
MYCOPHENOLATE MOFETIL,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2.Cl
MYCOPHENOLATE SODIUM,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2.[Na+]
MYCOPHENOLIC ACID,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
NABILONE,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21
NABUMETONE,COc1ccc2cc(CCC(C)=O)ccc2c1
NADOLOL,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2
NAFCILLIN,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
NAFCILLIN SODIUM,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]
NAFTAZONE,NC(=O)N/N=C1\C=Cc2ccccc2C1=O
NAFTIFINE,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12
NAFTIFINE HYDROCHLORIDE,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12.Cl
NAFTOPIDIL,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
NALBUPHINE,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
NALBUPHINE HYDROCHLORIDE,Cl.Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
NALDEMEDINE,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1
NALFURAFINE,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
NALFURAFINE HYDROCHLORIDE,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl
NALIDIXIC ACID,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
NALMEFENE,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
NALMEFENE HYDROCHLORIDE,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl
NALMEFENE HYDROCHLORIDE DIHYDRATE,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl.O.O
NALOXONE,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
NALOXONE HYDROCHLORIDE,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl
NALOXONE HYDROCHLORIDE DIHYDRATE,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl.O.O
NALTREXONE,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
NALTREXONE HYDROCHLORIDE,Cl.O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
NANDROLONE DECANOATE,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
NANDROLONE PHENPROPIONATE,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1
NAPHAZOLINE,c1ccc2c(CC3=NCCN3)cccc2c1
NAPHAZOLINE HYDROCHLORIDE,Cl.c1ccc2c(CC3=NCCN3)cccc2c1
NAPROXEN,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
NAPROXEN SODIUM,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+]
NARATRIPTAN,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
NARATRIPTAN HYDROCHLORIDE,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl
NATEGLINIDE,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
NEBIVOLOL,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
NEBIVOLOL HYDROCHLORIDE,Cl.OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
NEDOCROMIL,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
NEDOCROMIL SODIUM,CCCc1c2oc(C(=O)[O-])cc(=O)c2cc2c(=O)cc(C(=O)[O-])n(CC)c12.[Na+].[Na+]
NEFAZODONE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
NEFAZODONE HYDROCHLORIDE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl
NEFOPAM,CN1CCOC(c2ccccc2)c2ccccc2C1
NEFOPAM HYDROCHLORIDE,CN1CCOC(c2ccccc2)c2ccccc2C1.Cl
NELARABINE,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
NELFINAVIR,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
NEOSTIGMINE,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
NEOSTIGMINE BROMIDE,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-]
NEOSTIGMINE METHYLSULFATE,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-]
NEPAFENAC,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N
NERATINIB,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
NETARSUDIL,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1
NETILMICIN,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O
NETUPITANT,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
NEVIRAPINE,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
NIALAMIDE,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
NICARDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
NICARDIPINE HYDROCHLORIDE,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl
NICERGOLINE,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13
NICLOSAMIDE,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
NICORANDIL,O=C(NCCO[N+](=O)[O-])c1cccnc1
NICOTINE,CN1CCC[C@H]1c1cccnc1
NICOTINE BITARTRATE,CN1CCC[C@H]1c1cccnc1.O.O.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O
NIFEDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
NIFUROXAZIDE,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1
NIFURTIMOX,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1
NIKETHAMIDE,CCN(CC)C(=O)c1cccnc1
NILOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
NILOTINIB HYDROCHLORIDE MONOHYDRATE,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1.Cl.O
NILUTAMIDE,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
